Country	Number groups	Revenue	P/L before tax	Income tax paid	Income tax accrued	capital	accum_earnings	Number employees	Tangible assets	ISO2	Income tax as % of pretax profits	Sales share %	Employment share %	Profit total (M)	Sales total (M)	Employment (th)	Subject Descriptor	Units	Scale	Country/Series-specific Notes	GDP_USD	Estimates Start After	Reg	Inc	Year	ISO	TotTax (X)	CIT (AK)	CITnr (AM)	TTxsc (Y)	GDP_LCU	number_datapoints	CIT	population	G7	G24	G77	EU	OECD	G20	US	G7_noUS	OECD_noUS	G20_noOECD	All	TotTax (X) USD	CIT (AK) USD	CITnr (AM) USD	TTxsc (Y) USD	routine	residual	reallocation_residual_1	reallocation_residual_2	new_profits_1	new_profits_2	gains_1	gains_2	new_profits_3	new_profits_4	gains_3	gains_4	reallocation_0.8residual_1	reallocation_0.8residual_2	reallocation_0.2residual_1	reallocation_0.2residual_2	new_profits_5	new_profits_6	gains_5	gains_6	new_profits_7	new_profits_8	gains_7	gains_8	gains_1_tax	gains_1_%tot_tax	gains_1_%cit	gains_1_%gdp	gains_1_%pop	gains_2_tax	gains_2_%tot_tax	gains_2_%cit	gains_2_%gdp	gains_2_%pop	gains_3_tax	gains_3_%tot_tax	gains_3_%cit	gains_3_%gdp	gains_3_%pop	gains_4_tax	gains_4_%tot_tax	gains_4_%cit	gains_4_%gdp	gains_4_%pop	gains_5_tax	gains_5_%tot_tax	gains_5_%cit	gains_5_%gdp	gains_5_%pop	gains_6_tax	gains_6_%tot_tax	gains_6_%cit	gains_6_%gdp	gains_6_%pop	gains_7_tax	gains_7_%tot_tax	gains_7_%cit	gains_7_%gdp	gains_7_%pop	gains_8_tax	gains_8_%tot_tax	gains_8_%cit	gains_8_%gdp	gains_8_%pop
Georgia	19.0	195246772.0	31141377.0	990287.0	294790.0	16897635.0	-23832303.0	487.0	11393415.0	GE	3.1799717783834667						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	14330000000.0	2016.0	Europe & Central Asia	UMICs	1980.0	GEO	0.2583797923217164	0.019991016461014085	0.019991016461014085	0.2583797923217164	0.01127	5.0	0.150000006	3720125.0	False	False	False	False	False	False	False	False	False	False	True	3702582423.970196	286471265.88633186	286471265.88633186	3702582423.970196	10220350.620781368	30286870.875	11455585.507895902	14161259.291901683	12310091.632895902	15015765.416901683	-18831285.3671041	-16125611.583098317	21675936.12867727	24381609.91268305	-9465440.871322729	-6759767.087316949	16736821.103374906	16736821.103374906	2291117.10157918	2832251.858380337	29248288.825735457	29789423.58253661	-1893088.1742645428	-1351953.4174633883	17051874.061565354	21079325.001086973	-14089502.938434646	-10062051.998913027	-2824692.9180533267	-0.0007628980518479511	-0.009860301029891523	-0.00019711744019911562	-0.7593005391091231	-2418841.834218417	-0.0006532850743737791	-0.008443575751776036	-0.0001687956618435741	-0.6502044512532286	-1419816.1874910544	-0.00038346646337952887	-0.004956225480758756	-9.907998517034574e-05	-0.3816581936066811	-1013965.1036561448	-0.0002738534859053571	-0.003539500202643267	-7.075820681480424e-05	-0.27256210575078654	-283963.23749821045	-7.669329267590567e-05	-0.0009912450961517495	-1.981599703406912e-05	-0.0763316387213361	-202793.02073122872	-5.477069718107135e-05	-0.0007079000405286525	-1.4151641362960832e-05	-0.054512421150157246	-2113425.5253022145	-0.0005707976982821725	-0.00737744331447467	-0.00014748259073986146	-0.5681060516252047	-1509307.860209266	-0.0004076365323937527	-0.005268618671193851	-0.00010532504258264242	-0.40571428653856145
Guam	43.0	798897605.0	74599310.0	18347355.0	12374401.0	94275066.0	244693548.0	1160.0	144706237.0	GU	24.59453713445875										5210652786.31428			Tax haven									0.349999994	162472.25	False	False	False	False	False	False	False	False	False	False	True					24482896.317281082	63746342.225	46873194.02202841	43524525.52030852	57726161.79702841	54377493.295308515	-16873148.202971593	-20221816.704691485	71356090.33930948	68007421.83758959	-3243219.6606905162	-6591888.162410408	40093130.94617514	40093130.94617514	9374638.804405682	8704905.104061704	73950666.06786191	73280932.36751793	-648643.9321380854	-1318377.6324820668	69771710.99426004	64787149.22516489	-4827599.005739957	-9812160.77483511	-5905601.769801168			-0.0011333708101434361	-36.34837192075057	-7077635.725311119			-0.0013583011602501032	-43.562120456330966	-1135126.8617823627			-0.00021784734242200141	-6.98658916696459	-2307160.817292314			-0.0004427776925286685	-14.200337702544983	-227025.37235646628			-4.3569468484399084e-05	-1.3973178333928795	-461432.16345845757			-8.85555385057327e-05	-2.840067540508964	-1689659.623043391			-0.00032427023874652763	-10.39968131815366	-3434256.212319324			-0.0006590836797530165	-21.13749401709722
Hong Kong	664.0	138055904708.0	9714415363.0	1584539008.0	1341963513.0	76521598406.0	60143571233.0	85285.0	10007344640.0	HK	16.311213272135234						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	320881000000.0	2017.0	East Asia & Pacific	Tax haven	1980.0	HKG	0.13574933149175708	0.055688944921344886	0.055688944921344886	0.13574933149175708	143620.0	5.0	0.165000007	7312275.0	False	False	False	False	False	False	False	False	False	False	True	43559381238.4065	17869524335.30607	17869524335.30607	43559381238.4065	3188193350.7874465	8963864515.0	8100063345.745977	5526927347.799856	8850614193.745977	6277478195.799856	-863801169.2540226	-3436937167.200144	11288256696.533424	8715120698.587303	1573841333.5334244	-999294664.4126968	5220977609.770043	5220977609.770043	1620012669.149196	1105385469.5599713	10029183629.706686	9514556430.11746	314768266.706686	-199858932.88253975	12057110478.304264	8226944752.596489	2342695115.304264	-1487470610.403511	-142527198.97352192	-0.0032720207432114542	-0.007975992885939386	-0.00044417462851811703	-19.491498743348945	-567094656.6465839	-0.013018886874053528	-0.03173529669875629	-0.0017673051899195773	-77.55379230767223	259683831.04990438	0.005961605139168965	0.014532218439459458	0.0008092839122600103	35.513411496409034	-164883626.62315762	-0.003785260991673109	-0.009227085373357449	-0.00051384664914145	-22.548882067914242	51936766.20998106	0.0011923210278337972	0.002906443687891902	0.00016185678245200265	7.102682299281833	-32976725.32463159	-0.0007570521983346234	-0.0018454170746714936	-0.00010276932982829021	-4.509776413582857	386544710.4240694	0.008873971563288672	0.021631505303157175	0.0012046357073932997	52.862441637393204	-245432661.12887362	-0.00563443864791345	-0.013734705889398251	-0.0007648712797855704	-33.564473591170135
India	593.0	81409361689.0	12030857911.0	4081899807.0	3184674490.0	57655322542.0	42392106193.0	1149992.0	22758226193.0	IN	33.92858462128337						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	2273556000000.0	2017.0	South Asia	LMICs	1980.0	IND	0.17575219113647786				1426470.0	2.0	0.3344000104	1316566188.75	False	True	True	False	False	True	False	False	False	True	True	399582448671.4861				3948431250.140971	10323990946.525	4776477963.8536825	22302857156.289238	6483344928.328682	24009724120.764236	-5547512982.671318	11978866209.764236	8724909213.994654	26251288406.43021	-3305948697.0053463	14220430495.43021	6465941328.687223	6465941328.687223	955295592.7707365	4460571431.257848	11369668171.59893	14874944010.08604	-661189739.4010696	2844086099.0860405	7109885447.700263	33198260462.548645	-4920972463.299737	21167402551.548645	-1855088399.099424	-0.0046425672730800345		-0.000815941370742319	-1.409035424843105	4005732985.125369	0.010024797131213976		0.0017618800615095335	3.042561034419827	-1105509278.6604543	-0.0027666612543568976		-0.0004862467775856211	-0.8396913790639485	4755312105.56434	0.011900703149937113		0.002091574654666232	3.611905080198984	-221101855.73209098	-0.0005533322508713798		-9.724935551712426e-05	-0.1679382758127898	951062421.1128674	0.0023801406299874214		0.00041831493093324616	0.7223810160397964	-1645573242.9055457	-0.004118232040412871		-0.0007237883047110103	-1.2498978455978107	7078379633.378854	0.017714440804176296		0.0031133517860914154	5.376394816958916
Indonesia	229.0	17791688222.0	3293646023.0	970864074.0	969879646.0	6511358934.0	8035735526.0	67669.0	19616266145.0	ID	29.476879640991093						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	932445000000.0	2017.0	East Asia & Pacific	LMICs	1980.0	IDN	0.09879192686670996	0.03836120563942637		0.09879192686670996	65385620.0	4.0	0.25	259600016.0	False	False	True	False	False	True	False	False	False	True	True	92118038247.22937	35769714392.45492		92118038247.22937	1080948256.584869	1822426062.125	1043880027.6654273	1693776250.294297	2515099988.540427	3164996211.169297	-778546034.4595728	-128649811.83070278	2124828284.250296	2774724506.8791656	-1168817738.749704	-518921516.12083435	1770158213.1321049	1770158213.1321049	208776005.53308547	338755250.0588594	3059882475.250059	3189861719.775833	-233763547.74994087	-103784303.22416687	1553836838.358483	2521220699.595096	-1739809184.641517	-772425323.4049039	-194636508.6148932	-0.0021129033175079285	-0.005441377207528077	-0.00020873779001967215	-0.7497553798875467	-32162452.957675695	-0.0003491439197973047	-0.0008991531943699243	-3.449260059057177e-05	-0.12389233811786705	-292204434.687426	-0.0031720653223551967	-0.008169045787770174	-0.0003133744453425413	-1.1255948254156731	-129730379.03020859	-0.001408305924644574	-0.0036268217746120235	-0.0001391292559134411	-0.499731783645994	-58440886.93748522	-0.0006344130644710396	-0.0016338091575540353	-6.26748890685083e-05	-0.22511896508313473	-25946075.806041718	-0.0002816611849289148	-0.0007253643549224048	-2.7825851182688222e-05	-0.0999463567291988	-434952296.16037923	-0.004721684313261646	-0.0121597922585629	-0.0004664642913634362	-1.6754709913437726	-193106330.85122597	-0.0020962922629003556	-0.005398598622636999	-0.00020709675192770186	-0.7438610129023489
Iraq	30.0	2149381227.0	-154333362.0	76951528.0	26707284.0	1092177550.0	-279848365.0	3961.0	1883254230.0	IQ	-49.860592034533646						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	171716000000.0	2016.0	Middle East & North Africa	UMICs	1980.0	IRQ					15770.7	1.0	0.150000006	36649729.75	False	False	True	False	False	False	False	False	False	False	True					-50650973.85141241	-295577429.25	126109231.83387999	131647964.90428033	267353299.08388	272892032.1542803	421686661.08388	427225394.1542803	75458257.98246759	80996991.05286792	229791619.9824676	235330353.05286792	-82945910.51887009	-82945910.51887009	25221846.366776	26329592.98085607	-108375038.0035065	-107267291.38942644	45958323.9964935	47066070.61057356	187716178.95478863	195960696.76769271	342049540.9547886	350294058.7676927	63253001.692701966			0.00036835822924306393	1.7258790753484878	64083811.68649441			0.0003731965086916444	1.748548000861982	34468744.37611986			0.0002007311163556096	0.9404910926012997	35299554.369912304			0.00020556939580419008	0.963160018114794	6893748.875223969			4.0146223271121906e-05	0.18809821852025987	7059910.873982457			4.1113879160838e-05	0.1926320036229587	51307433.195515536			0.0002987923850748651	1.3999402872954483	52544110.916918255			0.0003059942633005559	1.4336834480182832
Israel	215.0	16277827236.0	2482014026.0	719397062.0	475804255.0	20357986287.0	17184065103.0	43835.0	7953171610.0	IL	28.984407600603948						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	317748000000.0	2017.0	Middle East & North Africa	High Income	1980.0	ISR	0.3250683306988778	0.03295743191701858	0.03295743191701858	0.2725499893835374	122.0	5.0	0.2509999962	8463550.0	False	False	False	False	True	False	False	False	True	False	True	103289811942.90703	10472158076.76882	10472158076.76882	86602214026.64024	814577132.9063953	1885526155.25	955058257.1718767	1236627702.9005213	1551546127.9218767	1833115573.6505213	-930467898.0781233	-648898452.3494787	1769635390.0782719	2051204835.8069167	-712378635.9217281	-430809190.1930833	1333949514.4748838	1333949514.4748838	191011651.43437538	247325540.5801043	2339538298.8156543	2395852187.9613833	-142475727.18434572	-86161838.03861666	1421623810.6317601	1840745707.5300255	-1060390215.3682399	-641268318.4699745	-233547438.88183096	-0.0022610888188171283	-0.022301748805714356	-0.0007350083678947813	-27.594500993298436	-162873509.07390505	-0.0015768593824522852	-0.015553003295015157	-0.0005125870472006277	-19.24411258560593	-178807034.90931496	-0.0017311197643398726	-0.017074516408033997	-0.0005627322120337971	-21.12671809220894	-108133105.10138899	-0.0010468903279750288	-0.010325770897334795	-0.00034031089133964334	-12.776329684516424	-35761406.981863014	-0.00034622395286797473	-0.0034149032816068016	-0.00011254644240675949	-4.225343618441791	-21626621.0202778	-0.00020937806559500577	-0.0020651541794669587	-6.806217826792867e-05	-2.555265936903285	-266157940.0279454	-0.0025768072864249475	-0.025415767989444667	-0.0008376384431308628	-31.44755333494165	-160958345.49914402	-0.0015583177321313452	-0.015370121833455713	-0.0005065597438823975	-19.017828866036595
Japan	537.0	204383838542.0	25952355940.0	6649845321.0	6048876259.0	64439444261.0	62957153318.0	310802.0	34002150139.0	JP	25.623281895385407						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	4949272000000.0	2017.0	East Asia & Pacific	High Income	1980.0	JPN	0.3200360653211575	0.04495874318042566	0.04495874318042566	0.18988483311992546	249345149.0	5.0	0.33845999819999995	127049327.0	True	False	False	False	True	True	False	True	True	False	True	1583945537084.176	222513048778.0717	222513048778.0717	939791687785.1198	8517355450.98465	23402194679.575	11991678606.854872	11378053403.89786	14541839867.279871	13928214664.322859	-11410516072.720129	-12024141275.677141	20509034057.839523	19895408854.882507	-5443321882.160477	-6056947085.117493	13948000391.212282	13948000391.212282	2398335721.3709745	2275610680.779572	24863691563.567905	24740966522.9765	-1088664376.4320946	-1211389417.0234985	17849859638.332413	16936465934.046116	-8102496301.667587	-9015890005.953884	-3862003249.433925	-0.002438217198138856	-0.017356300094048774	-0.0007803174384907367	-30.397667902907703	-4069690834.52223	-0.0025693376061489883	-0.01828967270400949	-0.0008222806979536041	-32.03236829835573	-1842346714.4380553	-0.0011631376655977452	-0.008279724378211907	-0.0003722460019247387	-14.501034818059724	-2050034299.5263615	-0.001294258073607878	-0.00921309698817263	-0.0004142092613876064	-16.135735213507754	-368469342.8876108	-0.00023262753311954887	-0.0016559448756423801	-7.444920038494768e-05	-2.9002069636119425	-410006859.9052723	-0.0002588516147215756	-0.0018426193976345258	-8.284185227752128e-05	-3.2271470427015507	-2742370883.677918	-0.0017313542792173537	-0.01232453961121661	-0.0005540958111976707	-21.585087842912525	-3051518115.186549	-0.0019265296967242768	-0.013713883891052377	-0.0006165589838640005	-24.018372920515738
Jordan	32.0	1050671937.0	228208366.0	11901479.0	15020914.0	234563227.0	387933248.0	2042.0	870253399.0	JO	5.2151808492419605						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	38709000000.0	2016.0	Middle East & North Africa	UMICs	1980.0	JOR	0.15067294052520502	0.02569283465384216	0.02569283465384216	0.15027159810400306	1165.0	5.0	0.17600000219999998	9281690.75	False	False	True	False	False	False	False	False	False	False	True	5832398854.790161	994543936.6155761	994543936.6155761	5816863291.007854	74896158.7381188	162939361.075	61645383.899356425	66184372.997935966	126914388.82435642	131453377.92293596	-101293977.17564358	-96754988.07706404	136541542.63747522	141080531.73605478	-91666823.36252478	-87127834.26394522	122649765.80950497	122649765.80950497	12329076.779871285	13236874.599587193	209875001.32749504	210782799.14721096	-18333364.67250496	-17425566.852789044	91760418.7061537	98516797.10535893	-136447947.2938463	-129691568.89464107	-17827740.205760017	-0.0030566737031569877	-0.017925543105141894	-0.000460558015080731	-1.9207427489178108	-17028878.114424244	-0.002919703974024066	-0.017122298460109625	-0.0004399203832293328	-1.8346741529202795	-16133361.11347137	-0.0027661621770296123	-0.016221868657078187	-0.0004167857891826544	-1.738192054445616	-15334499.022135593	-0.0026291924478966896	-0.015418624012045915	-0.0003961481573312561	-1.6521234584480842	-3226672.222694275	-0.0005532324354059227	-0.0032443737314156386	-8.335715783653091e-05	-0.3476384108891233	-3066899.8044271185	-0.0005258384895793379	-0.003083724802409183	-7.922963146625122e-05	-0.33042469168961686	-24014839.02390243	-0.0041174891535716894	-0.02414658431846129	-0.000620394198349284	-2.587334535348792	-22825716.410778277	-0.003913606901563577	-0.022950938184243503	-0.0005896746599183207	-2.45921966434599
Kazakhstan	77.0	1994144374.0	513976024.0	192066720.0	186646944.0	11700065753.0	4789477813.0	5062.0	12539569861.0	KZ	37.36880925013732						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	133668000000.0	2016.0	Europe & Central Asia	UMICs	1990.0	KAZ	0.16594703555168538				93.0	2.0	0.20000000300000004	17665698.0	False	False	False	False	False	False	False	False	False	False	True	22181808348.12268				168682816.3043381	-426491715.5749999	117001122.00291097	146160124.892876	1057468861.5779109	1086627864.467876	543492837.5779109	572651840.467876	285683938.30724907	314842941.1972141	-228292085.69275093	-199133082.80278587	276234566.15652955	276234566.15652955	23400224.400582198	29232024.978575204	468317606.86144984	474149407.4394429	-45658417.13855016	-39826616.56055713	174158570.60124445	217562344.65520197	-339817453.39875555	-296413679.344798	108698569.14606072	0.004900347502788709		0.0008131981412608906	6.153086571844527	114530369.81153074	0.005163256665736354		0.0008568271374714273	6.483206596848352	-45658417.823426455	-0.002058372207840786		-0.000341580765953156	-2.5845804577564078	-39826617.15795643	-0.0017954630448931404		-0.0002979517697426192	-2.2544604327525826	-9131683.564685285	-0.0004116744415681569		-6.831615319063115e-05	-0.5169160915512812	-7965323.431591277	-0.0003590926089786277		-5.959035394852378e-05	-0.450892086550516	-67963491.69920348	-0.0030639292627805724		-0.0005084499782984968	-3.847201038940181	-59282736.75820065	-0.002672583579652916		-0.00044350732230751303	-3.3558106086836
Korea, Republic of (South)	441.0	54792189442.0	4403769577.0	1351490454.0	916982545.0	19204074625.0	28755660283.0	111232.0	17022570379.0	KR	30.68939985094956						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1411042000000.0	2017.0	East Asia & Pacific	High Income	1980.0	KOR	0.2689958255860817	0.03831429359686258	0.03831429359686258	0.19983488197459245	39471400.0	5.0	0.237600011	51118378.5	False	False	False	False	True	True	False	False	True	False	True	379564407726.6359	54063077465.504166	54063077465.504166	281975411531.1929	1445281919.616787	3127076798.575	3214786113.4301467	3533617594.5994053	4491478891.855146	4810310373.0244055	87709314.85514641	406540796.0244055	4660068033.046934	4978899514.216192	256298456.04693413	575129937.2161922	2366790125.9065704	2366790125.9065704	642957222.6860293	706723518.9198811	4455029268.209387	4518795564.443238	51259691.209386826	115025987.44323826	4785275087.274758	5259862288.427702	381505510.27475834	856092711.427702	20839734.17438525	5.4904342320194904e-05	0.00038547073439691595	1.4769038890681672e-05	0.4076759628513109	96594097.6073475	0.0002544867106636485	0.0017866925475890816	6.845586283565443e-05	1.8896158376257475	60896515.97603457	0.00016043789864483954	0.001126397512514721	4.315712500126472e-05	1.1912841870763675	136650879.40899658	0.0003600202669882925	0.002527619325706882	9.684394894623731e-05	2.6732240618507994	12179303.195206912	3.208757972896791e-05	0.0002252795025029442	8.631425000252943e-06	0.2382568374152735	27330175.881799273	7.200405339765839e-05	0.0005055238651413757	1.936878978924743e-05	0.534644812370159	90645713.43784319	0.00023881510382060548	0.001676665807559349	6.42402660146496e-05	1.7732509539175463	203407637.6522418	0.0005358975539106315	0.003762413225218808	0.00014415420494375206	3.979148862326331
Kuwait	37.0	1548801814.0	179829741.0	35833076.0	21506636.0	221650369.0	595941220.0	3078.0	453202466.0	KW	19.926112221893266						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	110873000000.0	2016.0	Middle East & North Africa	High Income	1980.0	KWT	0.01654670306941342			0.01654670306941342	7764.0	3.0	0.0	3976839.0	False	False	True	False	False	False	False	False	False	False	True	1834582609.4150739			1834582609.4150739	59018681.32113434	145839556.05	90871830.72640648	98738194.63183074	124862015.67640647	132728379.58183074	-54967725.32359353	-47101361.41816926	149890512.0475408	157756875.95296508	-29939228.952459186	-22072865.04703492	96648847.74309254	96648847.74309254	18174366.145281296	19747638.92636615	173841895.20950815	175415167.99059302	-5987845.790491849	-4414573.009406984	135264584.44420257	146973828.51080072	-44565156.55579743	-32855912.48919928	-0.0	-0.0		-0.0	-0.0	-0.0	-0.0		-0.0	-0.0	-0.0	-0.0		-0.0	-0.0	-0.0	-0.0		-0.0	-0.0	-0.0	-0.0		-0.0	-0.0	-0.0	-0.0		-0.0	-0.0	-0.0	-0.0		-0.0	-0.0	-0.0	-0.0		-0.0	-0.0
Lebanon	42.0	311433385.0	62190391.0	8885995.0	10260887.0	89545056.0	-33380823.0	845.0	16665164.0	LB	14.288372941729858						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	49611000000.0	2013.0	Middle East & North Africa	UMICs	1980.0	LBN	0.15529584309579375			0.15254560285199056	14000.0	3.0	0.150000006	5885945.75	False	True	True	False	False	False	False	False	False	False	True	7704382071.825424			7567939903.090104	20410388.444399424	60940503.7	18272526.27705909	23769280.026765484	19522413.57705909	25019167.326765485	-42667977.42294091	-37171223.673234515	38682914.72145851	44179668.47116491	-23507476.27854149	-18010722.528835088	33424002.04448046	33424002.04448046	3654505.255411818	4753856.005353097	57488895.74429171	58588246.49423298	-4701495.255708292	-3602144.5057670176	27199030.25893302	35381060.9916988	-34991360.74106698	-26809330.0083012	-6400196.869449001	-0.0008307216347504662		-0.0001290076166464897	-1.0873693270871552	-5575683.774012519	-0.0007237029163445232		-0.00011238805454460743	-0.9472876595936208	-3526121.582826081	-0.00045767740358061264		-7.10753982549451e-05	-0.5990747676915101	-2701608.487389598	-0.00035065868517466934		-5.445583615306279e-05	-0.4589931001979755	-705224.3165652154	-9.153548071612241e-05		-1.4215079650989001e-05	-0.11981495353830186	-540321.6974779196	-7.013173703493387e-05		-1.0891167230612558e-05	-0.0917986200395951	-5248704.321108211	-0.0006812622053496652		-0.00010579718854907603	-0.891735082863822	-4021399.66210116	-0.0005219626473104489		-8.105862937858862e-05	-0.6832206467586216
Macau	55.0	9802667938.0	1528014481.0	7907371.0	7570485.0	2712981647.0	3821775009.0	29073.0	8835830654.0	MO	0.5174931977624366						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	45368000000.0	2016.0	East Asia & Pacific	Tax haven	1980.0	MAC	0.28158874748761675	0.013826089935681015	0.013826089935681015	0.28158874748761675	5001.0	5.0	0.119999997	606114.25	False	False	False	False	False	False	False	False	False	False	True	12775118296.018196	627262048.2019763	627262048.2019763	12775118296.018196	501482119.73578656	865327181.95	575145492.1327385	791035112.9204327	1237832791.1827383	1453722411.9704328	-290181689.8172617	-74292069.02956724	1076627611.868525	1292517232.6562192	-451386869.131475	-235497248.34378076	821225889.0113708	821225889.0113708	115029098.4265477	158207022.58408654	1437737107.173705	1480915031.331244	-90277373.8262949	-47099449.66875601	856115865.2401205	1177471995.1676102	-671898615.7598795	-350542485.83238983	-34821801.90752634	-0.002725751816981589	-0.05551396263705378	-0.0007675410401059411	-57.45088802569208	-8915048.060671862	-0.0006978446581939317	-0.01421263742358799	-0.00019650520324175326	-14.708527411576055	-54166422.941616386	-0.004239993844792749	-0.08635373859598625	-0.0011939345561103947	-89.36668778471449	-28259669.094761945	-0.002212086686005095	-0.045052413382520515	-0.0006228987192462076	-46.62432717059852	-10833284.588323265	-0.0008479987689585489	-0.01727074771919723	-0.00023878691122207867	-17.87333755694288	-5651933.818952372	-0.00044241733720101767	-0.009010482676504077	-0.00012457974384924114	-9.324865434119676	-80627831.87548968	-0.0063113178294889145	-0.12853931161084337	-0.0017771960826020474	-133.02414829463206	-42065097.24825932	-0.003292736417272187	-0.06706144165558459	-0.0009271975235465377	-69.40126757993121
Malaysia	379.0	39254922307.0	3113577744.0	451198617.0	497610547.0	12491658943.0	13612195844.0	147613.0	17430463906.0	MY	14.491323297434258						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	296536000000.0	2017.0	East Asia & Pacific	UMICs	1980.0	MYS	0.13756324023980115	0.05852601907361375		0.13756324023980115	57430.0	4.0	0.243999997	30940675.25	False	False	True	False	False	False	False	False	False	False	True	40792453007.74967	17355071592.013126		40792453007.74967	1021851289.0018142	1806292951.05	2303178252.256323	3707829980.4751105	3610463045.2063227	5015114773.425111	496885301.20632267	1901537029.4251108	3325029541.258137	4729681269.476925	211451797.25813723	1616103525.476925	1673381163.9985485	1673381163.9985485	460635650.4512645	741565996.0950222	3155868103.4516273	3436798449.095385	42290359.451627254	323220705.0953851	3428328082.5533776	5519180999.101181	314750338.5533776	2405603255.101181	121240012.00368683	0.0029721186902061	0.0069858549047692765	0.0004088542774020248	3.9184669055885206	463975029.47511595	0.011374040913572196	0.026734261913885688	0.0015646499226910592	14.995633602893523	51594237.89663009	0.0012647986108319674	0.0029728622911802892	0.00017398979515684468	1.6675213931095474	394329255.3680591	0.009666720834198061	0.022721269300296693	0.0013297854404458788	12.744688090414545	10318847.579325972	0.0002529597221663923	0.0005945724582360551	3.479795903136878e-05	0.33350427862190796	78865851.07361184	0.0019333441668396127	0.0045442538600593396	0.0002659570880891758	2.5489376180829098	76799081.66277312	0.0018826786819655826	0.004425166514329815	0.0002589873798215836	2.482139806007405	586967187.0278784	0.01438911229281474	0.03382107552342239	0.00197941291117395	18.970729704028628
New Zealand	329.0	11765552298.0	910874325.0	252283095.0	241411875.0	5325868588.0	2181575894.0	26473.0	2950381362.0	NZ	27.69680603303864						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	185380000000.0	2017.0	East Asia & Pacific	High Income	1980.0	NZL	0.3283002129169624	0.04841376863023422	0.04841376863023422	0.3283002129169624	23117.0	5.0	0.280000001	4648125.0	False	False	False	False	True	False	False	False	True	False	True	60860293470.546486	8974944428.67282	8974944428.67282	60860293470.546486	298941661.2170862	689595722.85	690312515.8830289	803593957.4471595	911591118.0330288	1024872559.5971595	716793.033028841	113998234.5971595	989254177.1001151	1102535618.6642456	78379852.10011506	191661293.6642456	489546131.0263311	489546131.0263311	138062503.1766058	160718791.48943192	926550295.4200231	949206583.7328491	15675970.420023084	38332258.73284912	1027544342.962335	1196166092.9141564	116670017.96233499	285291767.91415644	200702.04996486852	3.2977502821605494e-06	2.236248386381904e-05	1.0826521197802811e-06	0.043179142119643625	31919505.801202897	0.0005244717693753881	0.0035565129182558108	0.0001721841935548759	6.867178873460352	21946358.66641207	0.0003606022484435287	0.00244529187237067	0.00011838579494234584	4.72155087619461	53665162.41765007	0.0008817762675367557	0.0059794423067626576	0.0002894873363774413	11.545550607535311	4389271.733282434	7.212044968870607e-05	0.0004890583744741362	2.367715898846927e-05	0.9443101752389262	10733032.483530013	0.00017635525350735115	0.0011958884613525315	5.789746727548825e-05	2.309110121507062	32667605.146123815	0.0005367638452472037	0.0036398671218240155	0.00017621968468078443	7.028125350786353	79881695.30125557	0.0013125420655408857	0.008900522553215204	0.0004309078395795424	17.18578895818326
